,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review
26986,21369060,L.A.J Laughter & Joy  Rest Spot. Room # 2,154042156,Arlene,Brooklyn,Prospect-Lefferts Gardens,40.65894,-73.94226,Private room,70,2,32,2019-05-12,1.53,3,358,57
38873,30424508,Bright + cozy room in leafy Williamsburg apartment,383623,Melissa,Brooklyn,Williamsburg,40.71239,-73.95419,Private room,50,5,4,2019-06-24,0.56,1,12,14
42932,33342901,Beautiful room in spacious Ft. Greene split level,8993896,Julie,Brooklyn,Fort Greene,40.68887,-73.97021,Private room,72,1,8,2019-06-23,3.93,2,0,15
45226,34616078,靠近机场交通方便双人房#3,107272884,Lynn L,Queens,Richmond Hill,40.69587,-73.84798,Private room,45,1,2,2019-06-07,1.4,4,176,31
43628,33772674,Boerum Hill modern duplex with private backyard!,401659,Dd,Brooklyn,Boerum Hill,40.68581,-73.9833,Entire home/apt,140,4,2,2019-05-15,0.97,1,77,54
34336,27237526,*NO GUEST SERVICE FEE* 1 Bed Studio Suite - Close to UN Headquarters,205031545,Red Awning,Manhattan,Midtown,40.75397,-73.96697,Entire home/apt,699,3,5,2019-04-29,0.48,49,204,70
37084,29486971,cozy artsy cool,52370129,Nino,Brooklyn,Bay Ridge,40.62444,-74.02916,Private room,63,2,5,2019-01-04,0.59,2,12,185
26205,20896775,Cozy Park Slope 1br Bungalo,83798461,Liam,Brooklyn,Park Slope,40.67518,-73.98119,Private room,70,1,4,2017-09-29,0.18,1,0,647
45409,34723124,little sweet room(4),255641440,Li,Queens,Flushing,40.76134,-73.80776,Private room,42,1,1,2019-05-18,0.57,7,331,51
6356,4637014,法拉盛中心温馨两房两厅公寓｡近一切｡2 br close to everything,12459436,Zena,Queens,Flushing,40.75398,-73.82778,Entire home/apt,119,3,26,2019-06-30,0.46,2,319,8
44260,34142194,QUIET SPACIOUS BEDROOM IN THE HEART OF MANHATTAN,48711094,Alex,Manhattan,Midtown,40.74607,-73.98372,Private room,95,2,10,2019-06-23,4.55,1,0,15
27303,21561964,Bright and cozy 2bs 2bths near JFK and the city,15145474,Denisse,Queens,Ozone Park,40.68146,-73.84726,Entire home/apt,150,4,38,2019-06-19,2.66,4,51,19
22663,18341576,Spacious Sunlit 1 BR Apartment in Heart of Harlem,4213096,Jeff,Manhattan,Harlem,40.80355,-73.94647,Entire home/apt,110,30,3,2019-05-09,0.12,1,249,60
45882,34997245,SoHo- 1BD Apt- Incredible Location! With Rooftop,9525999,Jackie,Manhattan,Little Italy,40.71978,-73.99681,Entire home/apt,255,3,1,2019-06-15,1.0,1,233,23
19000,15088024,Cozy Private Room for Eager Travelers! :D,49807429,Russell,Brooklyn,Prospect-Lefferts Gardens,40.65916,-73.95074,Private room,54,3,169,2019-07-02,4.98,1,136,6
1882,836720,Brand New Bay House ,4372934,Manuel Alberto,Queens,College Point,40.78417,-73.83875,Entire home/apt,400,2,47,2019-06-11,0.61,1,361,27
42226,32785423,"Soulful, Artistic Space in a Brooklyn Townhouse",3040104,Todd,Brooklyn,Park Slope,40.67687,-73.98171,Entire home/apt,140,4,9,2019-07-01,2.33,1,227,7
48181,36118677,Modern room with balcony,271350187,Elena,Brooklyn,Williamsburg,40.71731,-73.94907,Private room,135,1,2,2019-07-05,2.0,3,353,3
22138,17820343,Cozy Studio on the Upper East Side!,30283594,Kara,Manhattan,Upper East Side,40.76138,-73.9598,Entire home/apt,115,30,1,2017-09-30,0.05,121,336,646
16069,12987983,Big Room in Brownstone Apartment!,4386682,Francesco,Queens,Ridgewood,40.70204,-73.91068,Private room,50,3,4,2018-07-21,0.15,3,0,352
46556,35314580,Fabulous 3BR in Prime Times Square,264620263,Sheryl,Manhattan,Hell's Kitchen,40.76235,-73.98995,Entire home/apt,335,3,3,2019-06-26,3.0,1,144,12
34219,27139685,"SofaBed-Hell's Kitchen, Heart of Manhattan",204335117,Joseph,Manhattan,Hell's Kitchen,40.76391,-73.99325,Shared room,39,1,44,2019-07-02,4.0,1,31,6
16759,13389756,Spacious Light Palace in Heart of Williamsburg,6574489,Jilly,Brooklyn,Williamsburg,40.71769,-73.95275,Private room,95,2,9,2017-03-16,0.24,1,0,844
20784,16466804,Gorgeous Garden Apt on Stunning Park,1708922,Molly & Mike,Brooklyn,Greenpoint,40.72463,-73.94128,Entire home/apt,128,4,17,2019-05-27,0.67,1,9,42
7130,5183502,"Airy, Modern, Large Room W'burg two blocks subway",1762555,Arti,Brooklyn,Williamsburg,40.71508,-73.94586,Private room,100,4,38,2019-06-12,1.06,1,10,26
32311,25285275,Central SPACIOUS Triplex - LOCATION LOCATION LOC..,191007759,Robert,Manhattan,Gramercy,40.73773,-73.98322,Entire home/apt,250,6,11,2019-06-29,0.85,1,223,9
36404,28954146,NEW- Spacious & Bright Brooklyn 1 Bed,218219395,Gigi,Brooklyn,Bushwick,40.70081,-73.91805,Entire home/apt,160,2,20,2019-06-03,2.28,1,364,35
5093,3662724,5144-Prime Doorman!78ST & Madison ,16098958,Jeremy & Laura,Manhattan,Upper East Side,40.77448,-73.96102,Entire home/apt,175,30,2,2019-05-30,0.06,96,281,39
7876,6027485,1 bedroom in 3 bedroom apartment,31283971,Ana,Brooklyn,Bedford-Stuyvesant,40.68568,-73.95237,Private room,38,3,1,2017-12-31,0.05,1,0,554
13903,10534018,Sunny Studio ~ Great Location!,17500155,Karol,Queens,Long Island City,40.74775,-73.94797,Entire home/apt,100,12,5,2016-07-25,0.13,1,0,1078
16364,13156842,Cozy Private Room #2 Two Beds Near JFK and J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.69546,-73.85062,Private room,38,1,170,2019-06-06,4.49,4,192,32
4455,3050544,Large 2 Full BR 15min to Manhattan!,2534076,Helen,Brooklyn,Park Slope,40.6728,-73.97166,Entire home/apt,245,4,3,2014-08-17,0.05,1,0,1786
2875,1644146,"Quaint, beautiful studio Brooklyn",1338262,Rachel,Brooklyn,Carroll Gardens,40.68468,-73.99145,Entire home/apt,150,3,94,2019-07-01,1.33,3,250,7
15204,12151638,Spacious 2 bedroom Garden apartment,9558116,Ruma,Brooklyn,Clinton Hill,40.68099,-73.96343,Entire home/apt,144,2,49,2019-07-03,1.28,1,69,5
29935,23044937,"MINI COZY Room Close to NYU  Langone H/Metro N,R",105640471,Jason,Brooklyn,Sunset Park,40.638,-74.01619,Private room,39,1,14,2019-05-28,1.0,8,127,41
46200,35153229,Luxury Apartment in Cambria Heights,264746707,Oscar,Queens,Cambria Heights,40.68959,-73.73733,Entire home/apt,160,2,5,2019-07-07,4.17,1,151,1
41928,32587983,Harlem Sweets 3,187419882,Terrence & Skye,Manhattan,Harlem,40.82899,-73.94185,Private room,82,2,4,2019-06-03,0.94,3,90,35
39412,30723941,Cute 1 BR on Gramercy (Min 30 Days),178224519,Lisa,Manhattan,Kips Bay,40.74056,-73.9791,Entire home/apt,150,30,1,2019-05-21,0.61,8,332,48
20556,16350431,Cozy room Williamsburg,1260413,Helena,Brooklyn,Williamsburg,40.71292,-73.94137,Private room,105,3,4,2018-05-28,0.13,3,0,406
604,228517,Great Bedroom in Downtown Manhattan,1192610,Raven,Manhattan,Chinatown,40.71611,-73.99828,Private room,110,30,59,2019-06-24,0.64,1,281,14
9749,7498074,Modern & Renovated | Great Location,13347167,AFI Apartments,Manhattan,Upper East Side,40.77085,-73.95725,Entire home/apt,118,30,4,2019-04-13,0.11,29,315,86
38122,30091241,Tribeca - Large 4 bedroom 2 bathroom for Xmas/NY,102655617,Mahesh,Manhattan,Tribeca,40.71546,-74.00856,Entire home/apt,2000,1,1,2019-01-01,0.16,1,0,188
17696,13896200,HUGE New Industrial Williamsburg Apartment,6000480,Douglas,Brooklyn,Williamsburg,40.71741,-73.93487,Entire home/apt,220,4,4,2017-10-31,0.11,1,0,615
34024,26948562,"Modern, spacious NYC apartment",202766548,Adam,Manhattan,Chelsea,40.74829,-74.00462,Entire home/apt,425,2,5,2019-06-23,0.44,1,13,15
31844,24850009,Cute studio steps from Prospect Park,19508332,Jessica,Brooklyn,Prospect-Lefferts Gardens,40.66042,-73.9602,Entire home/apt,75,2,7,2019-06-07,0.54,1,9,31
35026,27775893,Midtown Studio,209719391,Laura,Manhattan,Midtown,40.74752,-73.98679,Entire home/apt,140,3,28,2019-07-01,2.71,1,333,7
3600,2151106,2br. Luxury Building in Upper East,6542088,Inbar,Manhattan,Upper East Side,40.7836,-73.95093,Entire home/apt,303,7,29,2018-11-25,0.46,1,3,225
7234,5298299,Sunny Private Bedroom in Chelsea,11462251,Danielle,Manhattan,Chelsea,40.73885,-73.99701,Private room,109,2,2,2015-09-21,0.04,1,0,1386
43807,33885227,Sunny Private Room close to Manhattan(Yellow),255899465,Long,Brooklyn,Bushwick,40.69814,-73.9286,Private room,63,2,10,2019-06-30,3.85,1,127,8
3693,2223628,Haus of Taylor (Bronx Prohibition),11342593,Emery,Bronx,Kingsbridge,40.86467,-73.90125,Private room,75,2,11,2015-12-06,0.2,1,365,1310
2251,1069287,Park Slope 1br by Barclays Center/Prospect Park!,5879729,Stephanie,Brooklyn,Williamsburg,40.71273,-73.94399,Entire home/apt,83,30,16,2017-12-02,0.21,2,26,583
33174,26186295,Cozy  room **10 Mins away from JFK Airport **,196701166,Dee,Queens,Rosedale,40.65376,-73.74057,Private room,70,7,1,2018-06-24,0.08,1,0,379
14638,11563821,Private bedroom located in the heart of Chelsea,10307134,Anna,Manhattan,Chelsea,40.74118,-74.00012,Private room,110,1,48,2019-06-16,1.8,2,67,22
18747,14840286,Artist's Townhouse,9977688,Lenissima,Brooklyn,Bedford-Stuyvesant,40.68785,-73.92412,Entire home/apt,575,4,6,2018-12-31,0.19,1,179,189
25816,20651581,Sunset Park Studio,101533618,Jim & Barbara,Brooklyn,Sunset Park,40.65198,-74.00763,Entire home/apt,120,2,7,2018-06-30,0.5,1,0,373
10997,8498885,2 Full Size Beds Lower East Side,32583045,Charles,Manhattan,Lower East Side,40.71297,-73.98561,Entire home/apt,200,1,4,2015-12-28,0.09,1,0,1288
31239,24265177,Bright Renewed Apartment 1 minute from A express train,182945752,Carol&Emerson,Manhattan,Washington Heights,40.84104,-73.93838,Private room,55,2,71,2019-07-06,4.89,1,135,2
18126,14187014,Beautiful cozzy apartment in the Upper East Side,85986280,Marushka,Manhattan,Upper East Side,40.76848,-73.96014,Entire home/apt,109,1,25,2019-06-23,0.75,1,0,15
12654,9712126,••BEST Manhattan Downtown Location!••,9339714,Jessica,Manhattan,Gramercy,40.73304,-73.9843,Entire home/apt,140,3,103,2019-06-24,2.46,2,270,14
2753,1491991,Charming Brwnstn Duplex sleeps 5,7959444,Molly,Brooklyn,Park Slope,40.6747,-73.97947,Entire home/apt,190,3,17,2018-10-22,0.28,1,167,259
7069,5096158,Fun Space in the Heart of Williamsburg,21201361,Jamie,Brooklyn,Williamsburg,40.71102,-73.95627,Private room,79,1,1,2018-08-26,0.09,1,89,316
11648,9062515,"Adorable, Artsy 1BR; Hip Location!",21804910,Brinn,Brooklyn,Greenpoint,40.73258,-73.95582,Entire home/apt,175,2,21,2019-05-19,1.4,1,38,50
13567,10148955,Gorgeous 2BDRM Apartment,7342535,Chris,Brooklyn,Clinton Hill,40.68142,-73.95889,Entire home/apt,210,1,3,2016-02-14,0.07,1,0,1240
43108,33449304,Treat Your self,84562269,Finely,Queens,Queens Village,40.71933,-73.7536,Private room,55,1,1,2019-04-11,0.34,2,0,88
5295,3827442,"Large, Luxurious 1 bdrm  W. Village",1484799,Matthew,Manhattan,West Village,40.73016,-74.00259,Entire home/apt,349,4,10,2016-09-05,0.17,1,0,1036
24914,19968388,Beautiful Bedroom in Washington Heights,38592785,Caitlyn,Manhattan,Washington Heights,40.84218,-73.93676,Private room,55,2,15,2019-07-06,0.76,1,0,2
31992,24969653,"Cozy, Clean Private Mini Studio in New York City",188741104,Susan,Manhattan,Harlem,40.80954,-73.94257,Entire home/apt,85,31,49,2019-07-04,3.51,4,119,4
24089,19412207,Two bridges high end studio manhattan,49123284,Kyriaki,Manhattan,Two Bridges,40.71109,-73.99616,Entire home/apt,145,6,42,2019-06-15,2.13,2,221,23
30267,23377365,East Village Location to Experience Manhattan,11274299,Andrew,Manhattan,East Village,40.72603,-73.98469,Private room,149,2,5,2018-03-30,0.3,2,0,465
22839,18496331,Lofty Living: Private Room,21680683,Jenny,Brooklyn,Williamsburg,40.7199,-73.95828,Private room,124,1,5,2019-05-11,0.2,2,111,58
34795,27581016,Zen Room in Prime Bushwick,23884430,Yuting,Brooklyn,Bushwick,40.69673,-73.92338,Private room,55,1,64,2019-07-03,5.87,3,149,5
7143,5194812,"Cozy, Convenient, Clean & Colorful!",23909946,Robin Laverne,Brooklyn,Bushwick,40.68755,-73.91856,Private room,60,2,77,2019-06-19,1.56,3,28,19
2030,903947,Beautiful Bedroom in Manhattan,4734398,Jj,Manhattan,Harlem,40.82124,-73.93838,Private room,49,1,597,2019-06-23,7.72,3,342,15
14406,11282348,Unique Lincoln Square 1 BR Apt,58931360,Juliana,Manhattan,Upper West Side,40.77616,-73.98485,Entire home/apt,250,3,6,2016-07-06,0.15,1,0,1097
24804,19909586,Charming Alcove Studio in heart of West Village,1426080,Jacquelyn,Manhattan,West Village,40.73555,-74.00737,Private room,115,1,3,2017-08-21,0.12,2,0,686
12957,9843956,Cheerful studio near Prospect Park,50687223,Jenna,Brooklyn,Prospect-Lefferts Gardens,40.66044,-73.96114,Entire home/apt,70,6,4,2016-07-24,0.09,1,0,1079
35676,28315011,An Art Director's Fort Green Studio,15146990,Madelyn,Brooklyn,Fort Greene,40.68616,-73.97206,Entire home/apt,115,2,4,2019-07-01,0.44,1,95,7
41716,32439523,Manhattan at its best!,10434070,Pit,Manhattan,Morningside Heights,40.80419,-73.96603,Entire home/apt,180,5,4,2019-03-23,0.85,1,4,107
39574,30809679,Luxurious and Bright Room Near Time Square,204160428,Cristian,Manhattan,Hell's Kitchen,40.76036,-73.99676,Private room,180,3,29,2019-06-22,4.58,3,126,16
3947,2458656,Beautiful 1br loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,40.72708,-73.94171,Entire home/apt,149,30,1,2018-04-14,0.07,52,0,450
13471,10088464,Cozy East-Village Room + Rooftop :),51764491,Rachel,Manhattan,East Village,40.73076,-73.98374,Private room,65,2,4,2016-02-01,0.09,1,0,1253
18371,14429513,Sunlit Private Room in Centrally Located Chelsea,69021484,Jocelyn & Jake,Manhattan,Chelsea,40.75066,-73.99944,Private room,139,5,120,2019-07-02,3.91,1,52,6
28593,22151798,Apartment in South Bronx,45553025,Jose H.,Bronx,Mott Haven,40.81037,-73.91946,Entire home/apt,65,2,47,2018-11-25,2.52,1,0,225
42542,33029434,West 84th Street by (Hidden by Airbnb),156158778,Sally,Manhattan,Upper West Side,40.78545,-73.97123,Entire home/apt,3613,1,1,2019-06-15,1.0,12,158,23
2681,1431246,Private bedroom + private bathroom,7693917,Brian,Manhattan,Inwood,40.86457,-73.92749,Private room,100,2,7,2015-12-07,0.15,1,36,1309
1755,794245,Historic Brownstone Private Garden,3069794,Hayley,Brooklyn,Bedford-Stuyvesant,40.68356,-73.94042,Private room,60,14,12,2016-09-01,0.22,2,0,1040
37829,29945765,GREAT FURNISHED BEDROOM FOR LONG STAY,3229770,Luis,Queens,Long Island City,40.73511,-73.92488,Private room,79,5,1,2019-01-03,0.16,4,315,186
8556,6585852,1 bedroom close to Central Park,1263574,Lauren,Manhattan,Upper West Side,40.80133,-73.96574,Private room,60,4,5,2015-07-22,0.1,1,0,1447
40259,31221208,"Sunny 1 bedroom in Greenpoint, great location!",105584927,Lilly,Brooklyn,Greenpoint,40.72173,-73.94664,Entire home/apt,75,2,8,2019-04-07,1.3,1,0,92
35056,27788408,Home Away from Home: Crystalline dreams,130971031,J-,Brooklyn,Bushwick,40.70397,-73.91801,Private room,73,3,8,2019-02-16,0.76,4,104,142
29931,23040052,Cozy 2 bed 2 bath Pool in building,113805886,Yaacov,Manhattan,Upper East Side,40.77717,-73.95131,Entire home/apt,300,31,8,2018-12-27,0.49,33,342,193
6956,4987355,Great Spacious Appartment,23929877,Ely,Manhattan,East Harlem,40.7912,-73.94318,Entire home/apt,120,5,23,2019-06-18,1.25,1,151,20
16595,13282840,Cozy Private room near Central Park,49328849,Dorothy,Manhattan,East Harlem,40.79532,-73.94454,Private room,85,4,46,2019-07-01,1.23,1,72,7
46357,35220898,Cozy and bright room in Williamsburg,17950129,Pauline,Brooklyn,Williamsburg,40.7192,-73.94354,Private room,71,6,1,2019-06-10,1.0,1,20,28
40177,31169765,Little Belaire,232985707,Ursula,Brooklyn,Windsor Terrace,40.6579,-73.98101,Entire home/apt,99,2,18,2019-07-07,5.0,1,32,1
20477,16315292,Spacious 1 bedroom in the heart of downtown NYC,8368667,Maura,Manhattan,East Village,40.72543,-73.99129,Entire home/apt,215,2,18,2019-06-03,0.7,1,68,35
31996,24970373,Studio apartment; close to tourist attractions,58391499,Sia,Manhattan,Civic Center,40.71175,-74.00763,Entire home/apt,200,2,4,2018-12-31,0.45,1,0,189
37217,29567482,Clean & Cozy 1 BR - Great NYC Location,3472283,Julie,Brooklyn,Gowanus,40.67022,-73.9914,Entire home/apt,125,3,13,2019-04-13,1.65,1,0,86
28794,22233024,Newly Renovated 1BR in SoHo/Nolita,23261539,James,Manhattan,Nolita,40.72344,-73.99592,Entire home/apt,225,7,1,2018-06-28,0.08,1,0,375
38421,30247719,Room into heart of Brooklyn close  Prospect Park D,227134858,Hitalo,Brooklyn,Prospect-Lefferts Gardens,40.66199,-73.94135,Private room,70,1,12,2019-06-30,1.86,5,119,8
36385,28938631,❤️  Welcome to the Chelsea Charmer❤️,211391055,Vanessa,Manhattan,Chelsea,40.74552,-74.00021,Entire home/apt,299,2,35,2019-06-16,3.75,1,277,22
45023,34492605,Brand new huge 3 bedroom apartment.,260352154,Ranjit,Queens,South Ozone Park,40.67072,-73.79534,Entire home/apt,400,1,1,2019-06-05,0.86,1,281,33
10190,7807146,UWS Private Bedroom with patio,37353953,Sabrina,Manhattan,Upper West Side,40.78101,-73.98533,Private room,70,3,4,2016-09-07,0.11,1,0,1034
45124,34545274,Cozy Two-Bedroom - Close To Manhattan,256448235,Jay,Brooklyn,Bedford-Stuyvesant,40.68558,-73.93746,Entire home/apt,140,2,1,2019-05-13,0.52,1,81,56
42211,32770484,"Big Gorgeous Room•A/C| Close NYC 
Modern & Clean",192187594,Joselyn,Queens,Maspeth,40.72504,-73.88976,Private room,55,2,9,2019-06-23,2.35,1,180,15
46563,35315486,Amazing 2 Bedroom Apt in Prime Chelsea,250767748,Ana,Manhattan,Chelsea,40.74625,-74.0,Entire home/apt,305,3,2,2019-07-04,2.0,1,242,4
47082,35581246,"Minimal, Private Loft Two Blocks from L Train",893308,Simrit Atma,Brooklyn,Williamsburg,40.7055,-73.93437,Entire home/apt,145,5,1,2019-06-11,1.0,3,17,27
16934,13479302,Sunny 1BR in East Village,35309931,Eugene,Manhattan,Gramercy,40.73277,-73.98448,Entire home/apt,170,4,9,2018-06-25,0.24,1,0,378
1184,504362,1760 Sq ft Penthouse apartment,2487309,Eric,Brooklyn,Prospect Heights,40.67823,-73.97007,Entire home/apt,209,3,56,2019-07-04,0.65,1,160,4
28753,22214974,Brooklyn City Abode,160495098,Miller,Brooklyn,East Flatbush,40.63338,-73.94753,Private room,39,2,7,2018-12-06,0.5,5,0,214
14702,11619987,Luxurious SOHO 2 Bedroom,61391963,Corporate Housing,Manhattan,Little Italy,40.71957,-73.99573,Entire home/apt,175,30,3,2018-07-31,0.16,91,161,342
44288,34151410,Cozy apartment in a safe neighborhood,257842396,Jalal,Brooklyn,Greenpoint,40.72468,-73.94042,Entire home/apt,200,2,1,2019-06-10,1.0,1,0,28
2064,925075,Sunny Loft Style Apt-Great Location,4938485,Paul & Elena,Manhattan,Hell's Kitchen,40.75893,-73.99014,Entire home/apt,140,3,25,2015-01-03,0.33,1,157,1647
33234,26250574,Perfect Pied-à-Terre,9962257,Erika & Brett,Brooklyn,Greenpoint,40.7287,-73.95607,Entire home/apt,171,2,19,2019-06-16,1.51,1,81,22
8725,6700860,"Family Friendly, Brooklyn, NYC 2br",35075473,Amanda,Brooklyn,Carroll Gardens,40.67885,-74.00027,Entire home/apt,150,5,5,2016-08-28,0.1,1,0,1044
8775,6731830,Williamsburg Apartment on Bedford,30345458,Thomas,Brooklyn,Williamsburg,40.71444,-73.96024,Entire home/apt,98,3,8,2017-06-24,0.21,1,0,744
39923,31025081,Gorgeous NYC Hideout 20min to Times Square,87833104,Konni,Queens,Sunnyside,40.7426,-73.92318,Entire home/apt,85,4,3,2019-03-14,0.56,1,12,116
36156,28738642,4th Floor en-suite Bath Room,216772639,Ling,Brooklyn,Borough Park,40.63378,-74.00599,Private room,60,1,7,2019-06-04,0.76,7,179,34
17252,13650177,"private yard & apt-near metro,direct to Manhattan",79258584,Rebekah,Brooklyn,Bedford-Stuyvesant,40.68006,-73.94115,Entire home/apt,104,5,115,2019-06-24,3.13,1,182,14
2140,986727,Manhattan's Best Deal!,5414067,Adrianne,Manhattan,East Harlem,40.80626,-73.94009,Entire home/apt,165,3,281,2019-06-21,3.68,2,177,17
37112,29508725,Brooklyn Loft Bedroom I,30346705,Soeun & Rolando,Brooklyn,Bedford-Stuyvesant,40.69206,-73.95997,Private room,55,1,40,2019-07-01,5.31,2,99,7
47618,35833554,Bohemian Garden Apartment,359692,Hue,Brooklyn,Clinton Hill,40.69229,-73.96774,Entire home/apt,115,2,1,2019-06-30,1.0,1,26,8
34720,27529325,Private room and bathroom in Brooklyn,193502084,Linda,Brooklyn,Borough Park,40.63889,-74.00244,Private room,40,1,11,2019-03-03,1.09,8,0,127
10632,8173434,LOFT2bdrm apt near metro20min to Manhattan/wall st,38378985,Rebekah,Brooklyn,Bedford-Stuyvesant,40.67797,-73.93967,Entire home/apt,239,5,147,2019-06-18,3.19,1,142,20
37282,29617415,Spacious Manhattan room. Well lit! Always clean.,137358866,Kazuya,Manhattan,Harlem,40.81798,-73.94157,Private room,40,30,2,2019-05-19,0.38,103,246,50
40872,31772667,A3 Delightful Budget private room,215577249,Charlie And Selena,Brooklyn,Bushwick,40.69213,-73.90248,Private room,65,2,15,2019-06-18,2.81,8,344,20
31461,24491178,SoHo 1 Bedroom,20044199,John,Manhattan,SoHo,40.72503,-74.0013,Entire home/apt,185,3,26,2019-06-21,1.81,1,42,17
8854,6787310,[205] 5 min WALK to Times Square,35524316,Yasu & Akiko,Manhattan,Hell's Kitchen,40.76044,-73.98903,Private room,210,1,182,2019-06-23,3.69,11,249,15
30855,23894317,Cute Private Bedroom in Brooklyn,479432,Kristal,Brooklyn,Bedford-Stuyvesant,40.67638,-73.91106,Private room,75,1,38,2019-06-09,2.61,1,0,29
15073,12021544,Comfy Bedroom in Crown Heights close to Subway,62345719,Adam,Brooklyn,Crown Heights,40.66734,-73.94232,Private room,44,2,5,2018-06-26,0.38,1,0,377
